ID,context_id,context_title,context_length,context,question type,question,A,B,C,D,E,answer
251,32,Pendidikan Karakter - Ketulusan hati atau kejujuran (honesty) (1),1575,"Keluarga Yasir adalah teladan umat. Yasir, Sumayah (istri Yasir) dan Ammar (anak Yasir) memiliki andil cukup besar bagi perjalanan dakwah Islam. Mereka telah mendapat siksaan, yang menurut ukuran manusia amatlah mustahil untuk tetap istiqamah, yaitu ketika majikannya (keluarga Bani Makhzum) mengetahui bahwa keluarga Yasir masuk Islam, kemudian menimpakan berbagai siksaan amat pedih kepada keluarga tersebut. Dipaksanya keluarga itu untuk keluar dari Islam, dan kembali kepada agama berhala yang penuh kekufuran. Suatu hari, di saat matahari padang pasir tengah membara, di sebuah lapangan terbuka di kawasan kota Mekkah, satu keluarga itu tengah menerima siksaan tidak terperikan. Berhari-hari lamanya siksaan itu telah mereka derita. Tatkala Rasulullah Saw berlalu dari hadapan keluarga itu, tiba-tiba terdengarlah rintihan Yasir dalam keadaan terbelenggu kedua tangan dan kakinya, ""Adakah derita ini sepanjang masa?"" Segera Rasulullah menengadah ke langit seraya berseru, ""Wahai keluarga Yasir, bersabarlah. Bergembiralah kamu. Sesungguhnya surga telah dipersiapkan sebagai tempat kembali keluargamu."" Mendengar seruan Rasulullah tersebut, keluarga Yasir menjadi tenteram jiwanya dan menjadi tabah dalam menghadapi ujian. Walaupun keluarga mereka mendapat ancaman dari berbagai pihak mereka tetap teguh dalam keislamannya. Abu Jahal menjadi salah satu orang yang sangat gencar menekan keluarga Yasir. Dia mengancam keluarga itu untuk memilih antara mati akibat keislamannya atau kembali hidup tentram dengan syarat meninggalkan agama Islam dan kembali menyembah berhala.",who,Siapakah yang mengetahui bahwa keluarga Yasir masuk Islam dan menimpakan siksaan kepada mereka karena keyakinan mereka?,keluarga Abu Jahal,keluarga Bani Al-Muttalib,keluarga Bani Hashim,keluarga Bani Makhzum,keluarga Quraisy,D
252,32,Pendidikan Karakter - Ketulusan hati atau kejujuran (honesty) (1),1575,"Keluarga Yasir adalah teladan umat. Yasir, Sumayah (istri Yasir) dan Ammar (anak Yasir) memiliki andil cukup besar bagi perjalanan dakwah Islam. Mereka telah mendapat siksaan, yang menurut ukuran manusia amatlah mustahil untuk tetap istiqamah, yaitu ketika majikannya (keluarga Bani Makhzum) mengetahui bahwa keluarga Yasir masuk Islam, kemudian menimpakan berbagai siksaan amat pedih kepada keluarga tersebut. Dipaksanya keluarga itu untuk keluar dari Islam, dan kembali kepada agama berhala yang penuh kekufuran. Suatu hari, di saat matahari padang pasir tengah membara, di sebuah lapangan terbuka di kawasan kota Mekkah, satu keluarga itu tengah menerima siksaan tidak terperikan. Berhari-hari lamanya siksaan itu telah mereka derita. Tatkala Rasulullah Saw berlalu dari hadapan keluarga itu, tiba-tiba terdengarlah rintihan Yasir dalam keadaan terbelenggu kedua tangan dan kakinya, ""Adakah derita ini sepanjang masa?"" Segera Rasulullah menengadah ke langit seraya berseru, ""Wahai keluarga Yasir, bersabarlah. Bergembiralah kamu. Sesungguhnya surga telah dipersiapkan sebagai tempat kembali keluargamu."" Mendengar seruan Rasulullah tersebut, keluarga Yasir menjadi tenteram jiwanya dan menjadi tabah dalam menghadapi ujian. Walaupun keluarga mereka mendapat ancaman dari berbagai pihak mereka tetap teguh dalam keislamannya. Abu Jahal menjadi salah satu orang yang sangat gencar menekan keluarga Yasir. Dia mengancam keluarga itu untuk memilih antara mati akibat keislamannya atau kembali hidup tentram dengan syarat meninggalkan agama Islam dan kembali menyembah berhala.",what,Apa reaksi majikan keluarga Yasir setelah mengetahui keluarga tersebut telah memeluk agama Islam?,tenang tanpa melakukan tindakan apa pun,menimpakan berbagai siksaan amat pedih,berusaha mempelajari lebih lanjut tentang agama Islam,menerima perubahan kepercayaan keluarga Yasir,memberikan dukungan penuh dan membantu ,B
253,32,Pendidikan Karakter - Ketulusan hati atau kejujuran (honesty) (1),1575,"Keluarga Yasir adalah teladan umat. Yasir, Sumayah (istri Yasir) dan Ammar (anak Yasir) memiliki andil cukup besar bagi perjalanan dakwah Islam. Mereka telah mendapat siksaan, yang menurut ukuran manusia amatlah mustahil untuk tetap istiqamah, yaitu ketika majikannya (keluarga Bani Makhzum) mengetahui bahwa keluarga Yasir masuk Islam, kemudian menimpakan berbagai siksaan amat pedih kepada keluarga tersebut. Dipaksanya keluarga itu untuk keluar dari Islam, dan kembali kepada agama berhala yang penuh kekufuran. Suatu hari, di saat matahari padang pasir tengah membara, di sebuah lapangan terbuka di kawasan kota Mekkah, satu keluarga itu tengah menerima siksaan tidak terperikan. Berhari-hari lamanya siksaan itu telah mereka derita. Tatkala Rasulullah Saw berlalu dari hadapan keluarga itu, tiba-tiba terdengarlah rintihan Yasir dalam keadaan terbelenggu kedua tangan dan kakinya, ""Adakah derita ini sepanjang masa?"" Segera Rasulullah menengadah ke langit seraya berseru, ""Wahai keluarga Yasir, bersabarlah. Bergembiralah kamu. Sesungguhnya surga telah dipersiapkan sebagai tempat kembali keluargamu."" Mendengar seruan Rasulullah tersebut, keluarga Yasir menjadi tenteram jiwanya dan menjadi tabah dalam menghadapi ujian. Walaupun keluarga mereka mendapat ancaman dari berbagai pihak mereka tetap teguh dalam keislamannya. Abu Jahal menjadi salah satu orang yang sangat gencar menekan keluarga Yasir. Dia mengancam keluarga itu untuk memilih antara mati akibat keislamannya atau kembali hidup tentram dengan syarat meninggalkan agama Islam dan kembali menyembah berhala.",what,Apa perintah yang diberikan majikan kepada keluarga Yasir atas keputusan keluarga Yasir dalam memeluk agama Islam?,keluar dari Islam,memenjarakan mereka,mengusir mereka dari kota Makkah,tetap semangat,merebut harta dan tanah mereka,A
254,32,Pendidikan Karakter - Ketulusan hati atau kejujuran (honesty) (1),1575,"Keluarga Yasir adalah teladan umat. Yasir, Sumayah (istri Yasir) dan Ammar (anak Yasir) memiliki andil cukup besar bagi perjalanan dakwah Islam. Mereka telah mendapat siksaan, yang menurut ukuran manusia amatlah mustahil untuk tetap istiqamah, yaitu ketika majikannya (keluarga Bani Makhzum) mengetahui bahwa keluarga Yasir masuk Islam, kemudian menimpakan berbagai siksaan amat pedih kepada keluarga tersebut. Dipaksanya keluarga itu untuk keluar dari Islam, dan kembali kepada agama berhala yang penuh kekufuran. Suatu hari, di saat matahari padang pasir tengah membara, di sebuah lapangan terbuka di kawasan kota Mekkah, satu keluarga itu tengah menerima siksaan tidak terperikan. Berhari-hari lamanya siksaan itu telah mereka derita. Tatkala Rasulullah Saw berlalu dari hadapan keluarga itu, tiba-tiba terdengarlah rintihan Yasir dalam keadaan terbelenggu kedua tangan dan kakinya, ""Adakah derita ini sepanjang masa?"" Segera Rasulullah menengadah ke langit seraya berseru, ""Wahai keluarga Yasir, bersabarlah. Bergembiralah kamu. Sesungguhnya surga telah dipersiapkan sebagai tempat kembali keluargamu."" Mendengar seruan Rasulullah tersebut, keluarga Yasir menjadi tenteram jiwanya dan menjadi tabah dalam menghadapi ujian. Walaupun keluarga mereka mendapat ancaman dari berbagai pihak mereka tetap teguh dalam keislamannya. Abu Jahal menjadi salah satu orang yang sangat gencar menekan keluarga Yasir. Dia mengancam keluarga itu untuk memilih antara mati akibat keislamannya atau kembali hidup tentram dengan syarat meninggalkan agama Islam dan kembali menyembah berhala.",who,Siapakah yang memberikan dukungan kepada keluarga Yasir dalam menghadapi siksaan mereka?,Khalifah Abu Bakar,Utsman bin Affan,Ali bin Abi Thalib,Rasulullah Saw,Umar bin Khattab,D
255,32,Pendidikan Karakter - Ketulusan hati atau kejujuran (honesty) (1),1575,"Keluarga Yasir adalah teladan umat. Yasir, Sumayah (istri Yasir) dan Ammar (anak Yasir) memiliki andil cukup besar bagi perjalanan dakwah Islam. Mereka telah mendapat siksaan, yang menurut ukuran manusia amatlah mustahil untuk tetap istiqamah, yaitu ketika majikannya (keluarga Bani Makhzum) mengetahui bahwa keluarga Yasir masuk Islam, kemudian menimpakan berbagai siksaan amat pedih kepada keluarga tersebut. Dipaksanya keluarga itu untuk keluar dari Islam, dan kembali kepada agama berhala yang penuh kekufuran. Suatu hari, di saat matahari padang pasir tengah membara, di sebuah lapangan terbuka di kawasan kota Mekkah, satu keluarga itu tengah menerima siksaan tidak terperikan. Berhari-hari lamanya siksaan itu telah mereka derita. Tatkala Rasulullah Saw berlalu dari hadapan keluarga itu, tiba-tiba terdengarlah rintihan Yasir dalam keadaan terbelenggu kedua tangan dan kakinya, ""Adakah derita ini sepanjang masa?"" Segera Rasulullah menengadah ke langit seraya berseru, ""Wahai keluarga Yasir, bersabarlah. Bergembiralah kamu. Sesungguhnya surga telah dipersiapkan sebagai tempat kembali keluargamu."" Mendengar seruan Rasulullah tersebut, keluarga Yasir menjadi tenteram jiwanya dan menjadi tabah dalam menghadapi ujian. Walaupun keluarga mereka mendapat ancaman dari berbagai pihak mereka tetap teguh dalam keislamannya. Abu Jahal menjadi salah satu orang yang sangat gencar menekan keluarga Yasir. Dia mengancam keluarga itu untuk memilih antara mati akibat keislamannya atau kembali hidup tentram dengan syarat meninggalkan agama Islam dan kembali menyembah berhala.",what,Apa yang dijanjikan oleh Rasulullah kepada keluarga Yasir sebagai imbalan atas kesabaran dan keteguhan mereka dalam menghadapi siksaan yang diberikan oleh majikan mereka?,surga,neraka,kedudukan mulia,emas permata,uang,A
256,32,Pendidikan Karakter - Ketulusan hati atau kejujuran (honesty) (1),1575,"Keluarga Yasir adalah teladan umat. Yasir, Sumayah (istri Yasir) dan Ammar (anak Yasir) memiliki andil cukup besar bagi perjalanan dakwah Islam. Mereka telah mendapat siksaan, yang menurut ukuran manusia amatlah mustahil untuk tetap istiqamah, yaitu ketika majikannya (keluarga Bani Makhzum) mengetahui bahwa keluarga Yasir masuk Islam, kemudian menimpakan berbagai siksaan amat pedih kepada keluarga tersebut. Dipaksanya keluarga itu untuk keluar dari Islam, dan kembali kepada agama berhala yang penuh kekufuran. Suatu hari, di saat matahari padang pasir tengah membara, di sebuah lapangan terbuka di kawasan kota Mekkah, satu keluarga itu tengah menerima siksaan tidak terperikan. Berhari-hari lamanya siksaan itu telah mereka derita. Tatkala Rasulullah Saw berlalu dari hadapan keluarga itu, tiba-tiba terdengarlah rintihan Yasir dalam keadaan terbelenggu kedua tangan dan kakinya, ""Adakah derita ini sepanjang masa?"" Segera Rasulullah menengadah ke langit seraya berseru, ""Wahai keluarga Yasir, bersabarlah. Bergembiralah kamu. Sesungguhnya surga telah dipersiapkan sebagai tempat kembali keluargamu."" Mendengar seruan Rasulullah tersebut, keluarga Yasir menjadi tenteram jiwanya dan menjadi tabah dalam menghadapi ujian. Walaupun keluarga mereka mendapat ancaman dari berbagai pihak mereka tetap teguh dalam keislamannya. Abu Jahal menjadi salah satu orang yang sangat gencar menekan keluarga Yasir. Dia mengancam keluarga itu untuk memilih antara mati akibat keislamannya atau kembali hidup tentram dengan syarat meninggalkan agama Islam dan kembali menyembah berhala.",who,Siapa yang menjadi orang yang sangat gencar menekan keluarga Yasir dalam konteks perjalanan dakwah Islam?,Abu Jahal,Abu Lahab,Abu Jahl,Abu Sufyan,Abu Hurairah,A
257,32,Pendidikan Karakter - Ketulusan hati atau kejujuran (honesty) (1),1575,"Keluarga Yasir adalah teladan umat. Yasir, Sumayah (istri Yasir) dan Ammar (anak Yasir) memiliki andil cukup besar bagi perjalanan dakwah Islam. Mereka telah mendapat siksaan, yang menurut ukuran manusia amatlah mustahil untuk tetap istiqamah, yaitu ketika majikannya (keluarga Bani Makhzum) mengetahui bahwa keluarga Yasir masuk Islam, kemudian menimpakan berbagai siksaan amat pedih kepada keluarga tersebut. Dipaksanya keluarga itu untuk keluar dari Islam, dan kembali kepada agama berhala yang penuh kekufuran. Suatu hari, di saat matahari padang pasir tengah membara, di sebuah lapangan terbuka di kawasan kota Mekkah, satu keluarga itu tengah menerima siksaan tidak terperikan. Berhari-hari lamanya siksaan itu telah mereka derita. Tatkala Rasulullah Saw berlalu dari hadapan keluarga itu, tiba-tiba terdengarlah rintihan Yasir dalam keadaan terbelenggu kedua tangan dan kakinya, ""Adakah derita ini sepanjang masa?"" Segera Rasulullah menengadah ke langit seraya berseru, ""Wahai keluarga Yasir, bersabarlah. Bergembiralah kamu. Sesungguhnya surga telah dipersiapkan sebagai tempat kembali keluargamu."" Mendengar seruan Rasulullah tersebut, keluarga Yasir menjadi tenteram jiwanya dan menjadi tabah dalam menghadapi ujian. Walaupun keluarga mereka mendapat ancaman dari berbagai pihak mereka tetap teguh dalam keislamannya. Abu Jahal menjadi salah satu orang yang sangat gencar menekan keluarga Yasir. Dia mengancam keluarga itu untuk memilih antara mati akibat keislamannya atau kembali hidup tentram dengan syarat meninggalkan agama Islam dan kembali menyembah berhala.",where,Di mana tempat keluarga Yasir menerima siksaan yang pedih akibat keislaman mereka?,di kompleks Masjid Nabawi di Madinah,di bawah ka'bah di Mekkah,di sebuah lapangan terbuka di kawasan kota Mekkah,di luar istana raja di Yerusalem,di dekat Gunung Uhud di Madinah,C
258,33,Pendidikan Karakter - Ketulusan hati atau kejujuran (honesty) (2),1777,"Keluarga Yasir tetap berpihak dan teguh dalam Islam. Meski siksaan demi siksaan selalu mereka dapati hingga akhirnya Sumayyah meninggal dunia. Meninggalnya Sumayyah merupakan saksi atas keteguhanhatinya memegang erat kebenaran yang diyakininya. Sumayyah menjadi wanita pertama yang menyandang gelar syahidah dalam sejarah perjuangan Islam. Disusul suaminya, Yasir sebagai lelaki pertama yang bergelar sebagai syuhada. Setelah kematian ayah dan ibunya, Ammar tetap bergulat menanggung siksaan. Dia tetap berupaya menanggung siksaan walaupun dirasa sangat pedih. Namun Ammar bin Yasir tetaplah manusia biasa. Sesungguhnya siksaan yang dia terima telah melampaui batas kemanusiaan, hingga tanpa sadar Ammar pun mengucapkan kata-kata kekufuran sebagai upaya melepaskan siksaan yang dia derita. Pada saat itu turunlah kebenaran Allah Subhanahu Wa Ta'ala, ""Barangsiapa yang kafir kepada Allah sesudah ia beriman (dia mendapat kemurkaan Allah), kecuali orang yang dipaksa kafir padahal hatinya tetap tenang dalam keadaan beriman (dia tidak berdosa)."" (QS. An-Nahl: 106). Dari sejarah hidup keluarga Yasir kita belajar untuk senantiasa melakukan segala sesuatu dengan hati yang tulus. Yasir, Sumayah dan Ammar beriman kepada Allah dan Rasul-Nya dengan tulus. Ketulusan tersebut mengalahkan sakit dan perihnyasiksa para kaum kafir Quraisy. Berkat ketulusan hati keluarga Yasir mereka mendapatkan keridhan dari Allah dalam bentuk yang berbeda yaitu suami istri Yasir dan Sumayyah mendapatkan syahid pasca mendapat siksaan demi siksaan, sedangkan anaknya Ammar bin Yasir yang sempat megucapkan kalimat kekufuran namun kemudian menyampaikan keadaan yang sesungguhnya dihadapan Rasulullah SAW dengan jujur disertai dengan bertaubat maka dia menjadi salah satu sahabat Rasulullah yang agung.",who,Siapa wanita pertama yang menyandang gelar syahidah dalam sejarah perjuangan Islam yang menjadi saksi atas keteguhan dan ketulusan hatinya dalam memegang erat kebenaran yang diyakininya?,Sumayyah,Zainab,Fatimah,Aisyah,Khadijah,A
259,33,Pendidikan Karakter - Ketulusan hati atau kejujuran (honesty) (2),1777,"Keluarga Yasir tetap berpihak dan teguh dalam Islam. Meski siksaan demi siksaan selalu mereka dapati hingga akhirnya Sumayyah meninggal dunia. Meninggalnya Sumayyah merupakan saksi atas keteguhanhatinya memegang erat kebenaran yang diyakininya. Sumayyah menjadi wanita pertama yang menyandang gelar syahidah dalam sejarah perjuangan Islam. Disusul suaminya, Yasir sebagai lelaki pertama yang bergelar sebagai syuhada. Setelah kematian ayah dan ibunya, Ammar tetap bergulat menanggung siksaan. Dia tetap berupaya menanggung siksaan walaupun dirasa sangat pedih. Namun Ammar bin Yasir tetaplah manusia biasa. Sesungguhnya siksaan yang dia terima telah melampaui batas kemanusiaan, hingga tanpa sadar Ammar pun mengucapkan kata-kata kekufuran sebagai upaya melepaskan siksaan yang dia derita. Pada saat itu turunlah kebenaran Allah Subhanahu Wa Ta'ala, ""Barangsiapa yang kafir kepada Allah sesudah ia beriman (dia mendapat kemurkaan Allah), kecuali orang yang dipaksa kafir padahal hatinya tetap tenang dalam keadaan beriman (dia tidak berdosa)."" (QS. An-Nahl: 106). Dari sejarah hidup keluarga Yasir kita belajar untuk senantiasa melakukan segala sesuatu dengan hati yang tulus. Yasir, Sumayah dan Ammar beriman kepada Allah dan Rasul-Nya dengan tulus. Ketulusan tersebut mengalahkan sakit dan perihnyasiksa para kaum kafir Quraisy. Berkat ketulusan hati keluarga Yasir mereka mendapatkan keridhan dari Allah dalam bentuk yang berbeda yaitu suami istri Yasir dan Sumayyah mendapatkan syahid pasca mendapat siksaan demi siksaan, sedangkan anaknya Ammar bin Yasir yang sempat megucapkan kalimat kekufuran namun kemudian menyampaikan keadaan yang sesungguhnya dihadapan Rasulullah SAW dengan jujur disertai dengan bertaubat maka dia menjadi salah satu sahabat Rasulullah yang agung.",who,Siapa yang dianggap sebagai syuhada setelah Sumayyah dalam perjuangan keluarga Yasir dalam memegang teguh kebenaran agama Islam?,Yasir,Bilal,Umar,Hamzah,Ali,A
260,33,Pendidikan Karakter - Ketulusan hati atau kejujuran (honesty) (2),1777,"Keluarga Yasir tetap berpihak dan teguh dalam Islam. Meski siksaan demi siksaan selalu mereka dapati hingga akhirnya Sumayyah meninggal dunia. Meninggalnya Sumayyah merupakan saksi atas keteguhanhatinya memegang erat kebenaran yang diyakininya. Sumayyah menjadi wanita pertama yang menyandang gelar syahidah dalam sejarah perjuangan Islam. Disusul suaminya, Yasir sebagai lelaki pertama yang bergelar sebagai syuhada. Setelah kematian ayah dan ibunya, Ammar tetap bergulat menanggung siksaan. Dia tetap berupaya menanggung siksaan walaupun dirasa sangat pedih. Namun Ammar bin Yasir tetaplah manusia biasa. Sesungguhnya siksaan yang dia terima telah melampaui batas kemanusiaan, hingga tanpa sadar Ammar pun mengucapkan kata-kata kekufuran sebagai upaya melepaskan siksaan yang dia derita. Pada saat itu turunlah kebenaran Allah Subhanahu Wa Ta'ala, ""Barangsiapa yang kafir kepada Allah sesudah ia beriman (dia mendapat kemurkaan Allah), kecuali orang yang dipaksa kafir padahal hatinya tetap tenang dalam keadaan beriman (dia tidak berdosa)."" (QS. An-Nahl: 106). Dari sejarah hidup keluarga Yasir kita belajar untuk senantiasa melakukan segala sesuatu dengan hati yang tulus. Yasir, Sumayah dan Ammar beriman kepada Allah dan Rasul-Nya dengan tulus. Ketulusan tersebut mengalahkan sakit dan perihnyasiksa para kaum kafir Quraisy. Berkat ketulusan hati keluarga Yasir mereka mendapatkan keridhan dari Allah dalam bentuk yang berbeda yaitu suami istri Yasir dan Sumayyah mendapatkan syahid pasca mendapat siksaan demi siksaan, sedangkan anaknya Ammar bin Yasir yang sempat megucapkan kalimat kekufuran namun kemudian menyampaikan keadaan yang sesungguhnya dihadapan Rasulullah SAW dengan jujur disertai dengan bertaubat maka dia menjadi salah satu sahabat Rasulullah yang agung.",who,Siapa yang tetap bergulat menanggung siksaan setelah kematian ayah dan ibunya dalam perjuangan ketulusan hati mereka dalam Islam?,Ali bin Abi Thalib,Bilal bin Rabah,Abu Bakar as-Siddiq,Umar bin Khattab,Ammar,E
